content,score,Label
"Please lah yg bikin aplikasi bpjs ini sebenarnya niat ngga sih? mau daftar akun baru verifikasi nomor sampe berkali kali ngga bisa, kode otp nya ngga masuk masuk, udah verifikasi wajah tetep aja ga bisa. Ini kudunya gimana???? Bahkan yg udah ada akun aja aplikasinya suka lemot kalo dibuka, mohon dengan amat sangat tolong diperbaiki lagi. Jangan dipersulit",3,
"aplikasi sangat tdk bersahabat, terutama bagi lansia, karena bolak-balik/terlalu intens meminta pasword, sementara para lansia yg hidup sendiri sdh tdk mempunyai memori yg cukup baik, catcha sangat sulit dibaca (terutama bg lansia yg hidup mandiri/sendiri)",1,Negatif
"Setiap kali dicoba buat daftar online ga pernah bisa, ada aja kendalanya. Sudah banyak ulasan yang kasih feedback kurang menyenangkan, belum juga ada perbaikan. Dibalas saja tidak. KALAU ADA FEEDBACK DIBACA PAK/BUK, lebih baik lagi dibenahi. Di lapangan kalau periksa disarankan online, aplikasi aja ga ada yang bisa buat daftar.",1,Negatif
"min 2021 aplikasi sering bermasalah, kemudian seiring waktu membaik dan sudah kasih bintang 5. Sekarang kok ada masalah lagi ya mau ganti faskes 1 saat pengecekan wajah gagal terus padahal sudah mengikuti petunjuk. Bagaimana ini mau ganti faskes gak semudah sebelum2nya. Infonya min makasih",3,
"aplikasi ini dibuat sebenarnya untuk menyulitkan masyarakat ya? pas daftar katanya nomor sudah terdaftar tetapi tidak bisa masuk, ya sudah kemudian saya coba login dengan alasan lupa pin tapi saat memasukkan NIK katanya nomornya belum terdaftar dan harus daftar dulu, jadi yang benar yang mana?. setelah itu saya coba daftar lagi, tapi sampai berkali-kali tetap tidak bisa katanya verifikasi gagal. tolong permudah urusan masyarakat seperti kami, sudah sulit jangan semakin dipersulit 🙏",1,Negatif
"aplikasi sangat rumit susah dibuka. sdh sukses atau berhasil selanjutnya dibuka lagi untuk digunakan malah tdk bisa, disuru loging lagi, bingung mau loging apanya tdk ada fiturnya. benar benar bikin susah. lebih bagus kembali pakai kartu seperti dulu lagi. trmksh.",1,Negatif
"Aplikasi buruk, tidak bisa verifikasi, pesan notifikasi tidak masuk2 di hp sudah dicoba puluhan kali, sudah diisi pulsa juga. Uninstal saja jangan pasang cuma buang2 memori, aplikasi yang sangat amat tidak membantu sama sekali.",1,Negatif
"saya merasa blm daftar jkn sama sekali ketika saya pilih pilihan *MASUK* ada keterangan *sepertinya akun anda belum terdaftar, silahkan melakukan pendaftaran terlebih dahulu*😞 tapi ketika saya pilih pilihan *DAFTAR* dan mau verifikasi nomor telepon ada keterangan *no. handphone yang Anda masukkan sudah di gunakan oleh peserta lain*😡 ini gimana maksudnya minta tolong dengan sangat 🙏🙏🙏 terus kalau kayak gini pakai nomor siapa cobak apa bisa pakai nomor orang lain nanti data nya beda,haddeeeh",1,Negatif
"udah hampir sebulan yang lalu saya instal ini apk ko sampai saat ini belum bisa login juga dan selalu masalahnya pada saat ambil foto dan pada akhirnya layanan bermasalah respon dari apk nya ini maksudnya gmna kok serumit ini, tolong dong diperhatikan, sayang kalau dibuat tapi terkadang hal sepele bagian daftar diri untuk login ajah sudah dan itu bikin rumit para user, jadi kemudahannya di bagian mana kalau begini",1,Negatif
"Kalau blm siap, jangan mengarahkan pengobatan melalui aplikasi. Aplikasi justru mempersulit, pilihan untuk verifikasi akun tidak berguna semua. Menyulitkan lansia untuk melakukan pengobatan karena diharuskan mendaftar melalui JKN. Verifikasi melalui SMS sangat lama dan gagal, kode otp tidak dikirim sama sekali padahal nomor sudah benar. Melalui email, malah disarankan untuk memakai fitur verif sms, pakai no hp malah apk mengatakan blm bisa.",1,Negatif
jelek banget aplikasinya bukan nya ngebantu malah ribet mulai daftar yang sulit dan nunggu kode OTP yang di respon sama sekali ampe batas waktu abis tu kode belom datang datang.di tambah lagi kalo layar hp mati pas di nyalain lagi langsung ada notif offline padahal jaringan setabil.benerin lag aplikasinya,1,Negatif
"Aplikasinya gabisa dibuka, katanya perlu diupdate. Pas mau update, tulisannya gagal terus. Dg pemberitahuan penyimpanan penuh. Padahal jelas2 ruang penyimpanan hp masih ada. Bahkan sy tambah aplikasi lain bisa. Tolong ini bagaimana.",1,Negatif
"Aplikasi jelek, lambat prosesnya, registrasi pake nomor yang belum pernah dipake ngga bisa terus padahal belum pernah dipake buat daftar. Verifikasi sangat lama gagal terus padahal signal aman kondisi ruang juga aman",2,Negatif
"Aplikasinya makin kesini makin nyebelin. Setiap kali mau buka, harus login ulang. Mana kadang lupa password nya Sebelumnya tidak seperti ini. Cukup sekali login. Mau 2 atau 3 bulan lagi kita mau gunakan aplikasinya, masih terbuka aplikasinya. Tidak perlu login ulang.😤😤😤😤",1,Negatif
Gak Kaya dulu aplikasi Jkn ini ..Buat Login aja Capthanya Gak nongol nongol... Padahal Udah Pakai data Pakai wifi Dan jaringan Yang kuat Aja tetap gak bisa nongol Capthanya jadi gak bisa masuk .Tolong Di benerin lagi Ya min..Kalau udah bener saya kasih bintang 5,1,Negatif
"pesan cerifikasinya gk sampe sampe untuk registrasinya, mau verifikasi email dan no hp, untuk pengembang mohon di develop yang benar jangan buang buang anggaran kalau lelet seperti ini, bahlan saya ganti email dan no hpnya 2x lebih tetap ga masuk sms dan emailnya. Udah 2025 masih aja lelet diregistrasi simple",1,Negatif
"Aplikasi tolol yng pernah ak unduh. Udah berapa kali log in ga pernah langsung terbuka, captcha keseringan loading, udh uninstall juga itu captcha masih loading muter muter ga jelas padahal jaringan udh lancar. Klo bukan aplikasi ga penting mana mau ak download",1,Negatif
"Bisa gak sih hilangkan notifikasi ""Demi keamanan akun anda ubah pin secara berkala"" Gak perlu bolak balik diubah, kau pikir enak hapalin pin yang bolak balik ganti. Notifnya ganggu, ibu saya gaptek jadi susah mau berobat gara gara notif gaguna. Tiap mau buka aplikasi selalu muncul. Belum ada sebulan diganti udh nyuruh ganti lagi. Bisa gk sih nambahin fitur2 efisien. Yang useless gak ush dimasukin. Ini apk berobat, apk bank aja gak ada nyuruh bolak balik ganti pin.",1,Negatif
"tolong min di perbaiki sistem untuk log in nya masa nik salah terus padahal KTP saya pegang buat cocok in dan sudah benar memasukan nomer, kalau gak nik gantian captha gitu aja terus, mau daftar ulang nomer nik sudah kedaftar, tapi buat masuk gak bisa broken amat ini apk, sementara saya kasih bintang 1 nanti kalau sudah ada perubahan baru di rubah bintang nya , terimakasih",1,Negatif
"Kok bisa sih udah banyak yang bintang 1 tapi ratingnya tetep tinggi? Lagi lagi keluhannya sama semua, dari verifikasi wajah, nomor berubah sendiri, dan kode OTP lama dikirim. Udah sebanyak itu yang protes kenapa nggak kunjung diperbaiki? Bukannya mempermudah masyarakat menengah kebawah malah makin mempersulit!. Kalo sekiranya sekarang serba digital, buat nerima kode OTP nggak perlu dari SMS! Itu kuno banget, sekarang udah ada Whatsapp. Pake apk itu buat kirim kodenya!!!",1,Negatif
"Ini tuh gak tau kek gimna mau nunggu nomor verifikasi nya gak pernah muncul""sama sx gak tau kenapa padahal mah jaringan stabil banget,tapi kode Verifikasi nya kagak muncul tolong nya di perbaiki lagi,ini udah di isi pulsa kartu nya, tetap aja gak muncul kode Verifikasi nya gimana sih ini",1,Negatif
"Setiap mau check in selalu tidak bisa, jadi percuma daftar lewat aplikasi ini antrean pertama, sampe ke faskes lanjutan harus daftar manual di sana karena tidak bisa check in, nomor antrean jadi berubah. Tolong diperbaiki.",2,Negatif
"Layanan pemerintah aplikasi nya jelek banget, kalau ga mampu buat bikin aplikasi yg bagus mending ga usah pake aplikasi... Lemot, padahal jaringan full. Pakai wifi pun sama lemot . Yg berkualitas lah kalau bikin aplikasi, perbaiki lagi, biar ga berat",1,Negatif
"udah coba daftar berkali-kali tapi ga bisa juga. Pas masukin nomor hp, tulisannya nomor hp sudah digunakan kok aneh yaa, padahal belum pernah daftar. Mohon aplikasinya diupdate yg simpel dan mudah cara daftarnya, ga seribet ini. Mau berobat jadi ga bisa, sedangkan dari faskes 1 ga melayani offline. Bagaimana solusinya...?",1,Negatif
"Tolong untuk bagian pengaduan apakah permasalahan seperti menggunakan karakter spesial pada pesan bisa dihilangkan saja? Karena menurut saya ini cukup menyulitkan apalagi bagi yang kurang paham dimana letak ""spesial karakter"" tersebut. Jadinya memakan banyak waktu cuman di memperbaiki tulisan saja yang seharusnya bisa selesai dengan cepat (mengingat inikan fitur untuk pengaduan ya, tapi malah lebih sulit) Terima Kasih",3,
merubah data harus pake pulsa buat verifikasi nomor. malah bikin nambah pengeluaran. harus nya di bikin gratis. kan bisa lewat whatsApp buat verifikasi nomor malah di bikin SMS. sudah kayak polling polling di TV dulu pake SMS segala. mending pindahin ke whatsApp.,1,Negatif
mau aktifin BPJS mandiri gak bisa masuk krn harus auto debit. bank pilihan pun tidak tercantum dalam list. mau pakai non bank top up nya sulit dan bermasalah. mau bayar iuran rasanya seperti dipersulit😥 tolong mobile JKN pilihan bank nya ditambah dan diperluas lagi. saya pakai BNI tapi tidak ada di pilihan😪 haruskah saya membuat rekening baru untuk setiap keperluan aplikasi yg berbeda². andai bayar iuran bisa langsung ke kantor BPJS. udah tak bayar langsung aja 😓,2,Negatif
"Saya bingung menggunakan aplikasi ini,memang ga ngebantu ya, verifikasi nmr telepon aja susah ga masuk masuk notif nya,ketika kembali data yg di isi tidak tersalin dan harus isi ulang dari awal,ampun la ampun kalo rendah gini,yg tapi nya ga gaptek jadi gaptek sendiri.................",1,Negatif
sinyal sangat bagus di bilang jelek oleh sistem appnya....mau ngecek apapun di appnya jd g bisa....KLo g bisa bikin app mending pake kartu aj lebih simpel...bodoh sok Sokan MW bikin app online JKN bpjs...mohon di perbaiki sistemnya...TRIms..m,1,Negatif
"saya dari tadi daftar, kendalanya ada di kode otp yang tak kunjung saya terim di SMS, opsional lewat email, muncullah kodenya, tapi pada saat registrasi, nomor telepon wajib diisi, dan ternyata itu masuk ke pengiriman kode otp yang tak kunjung saya terima lewat SMS, tolong diperbaiki, setiap keluhan yang ada di ulasan ini,",1,Negatif
"untuk os nya tolong di turunkan lagi dan di buat apkikasinya jadi lebih ringan. supaya orang yang hanya mampu beli hp low spek, juga bisa menggunakan aolikasi mobile JKN. TOLONG SARAN SAYA INI BENAR BENAR DI PERTIMBANGKAN DAN DI TINDAKLANJUTI. agar pelayanan kesehatan bisa benar² menjangkau kalangan kelas bawah.🙏",4,Positif
"Sekarang sering eror gabisa daftar online ke faskes. Tiap daftar online ke faskes 1 pasti statusnya ""transaksi belum dapat diproses"" Lalu mau daftar ke faskes lanjutan statusnya ""maaf anda sudah terdaftar di tanggal xxx"" tapi no. antriannya gk muncul seperti biasa, malah gk ada status saya sudah daftar di tgl tersebut dan ke RS pun percuma karena harus lewat mobile JKN buat daftarnya. Tolong dong diperbaiki! Menyusahkan yg mau berobat aja!",1,Negatif
"apk jelek bngt, Verifikasi wajah gagal mulu, jaringan lancar, pencahayaan juga bagus, kenapa malah gagal2 mulu, lewat sms juga gk bisa, kode nya gak masuk2, percuma ada aplikasi tapi gk bisa d gunain, malah bikin ribet 👎👎",1,Negatif
"Aplikasi banyak mengalami cukup kendala, dan itu cukup merepotkan bukan malah memudahkan..mohon sekiranya di perbaiki, pertama waktu verivikasi wajah saat daftar itu lama banget, kedua SMS suka lambat masuk ujungnya ujungnya terlanjur kesel pesan baru masuk..tapi pulsa udh ke sedot duluan alhasil harus ulang lagi isi pulsa lagi, ketiga udh selesai mau login malah di persulit lagi nomor nik udh benar di bilang salah, chaptcha benar di bilang salah, ini bukan pemain bola jadi jgn salah Mulu..",1,Negatif
"Fitu Face Recognition Belum Sempurna Gagal Terus. Padahal udah di rs dan waktunya kontrol 🥺, gara-gara update ini ganbisa lanjut ke rs, pas checkin gabisa di skip apa harus wajib face recognition padahal, ada opsi skip dulu baru bisa lanjut, gimana sih, harusnya make sure bisa di implement !!!!",1,Negatif
"sedikit masukkan untuk pembenahan diantaranya: verifikasi wajah bermasalah, UI susah untuk digunakan dan kurang informatif, verifikasi nomor hp juga bermasalah. device saya samsung a15, internet bagus, sinyal bagus, pencahayaan bagus, memang dari aplikasinya yang bermasalah. besar harapan dgn ada aplikasi dapat mempermudah akses, jangan sampai malah menambah masalah, apakah relevan jika aplikasi tdk dpt digunakan solusinya datang ke kantor bpjs? tdk semja daerah punya akses mudah.",1,Negatif
"1. Susah verif muka. Padahal lighting sudah terang, background plain, koneksi bagus, kamera ok. 2. Susah bgt dpt OTP. Dari okt 24 sampai ulasan saya ditulis ini, saya belum berhasil mendapat OTP padahal kartu aktif, pulsa ada, nomor benar, koneksi apalagi. Nyoba alternatif via email, langsung masuk. Tp kl mau lanjut ke next step ttp hrs lewat no.hp sedangkan berkali2 dicoba gak bisa. Knp dibuat email yg opsional bisa nerima kode? Ayolah, solusinya apa ini?",1,Negatif
"Perbaiki lagi aplikasinya, terutama bagian Auto Debet nya. Minimal ada tanggal untuk settingnya agar bisa pilih tanggal secara fleksibel bukan malah tanggal disetting pas daftar Auto Debet. Pelayanannya mohon ditingkatkan, banyak jawaban yang saya terima berkali-kali dirasa kurang tepat dan hanya mengulangi kalimat template, bahkan diulang sampe 3x padahal pertanyaan saya membutuhkan jawaban spesifik seperti ""bisa atau tidak"" .",1,Negatif
"Aplikasiii apaann, malah ribet. Verifikasi no hp sulit, verifikasi wajah sulit. Lain kali klo bikin aplikasi itu yg niat. Aplikasi di gunain bwt mempermudah, ini malah di persulit. Sinyal udah oke pulsa ada, jaringan oke tpi tetep aja nggk bisa terverifikasi. TOLONG DI PERBAIKI SECEPATNYA",1,Negatif
"Kenapa lelet sekali saat mau buka info iuran dan lain lain? Wifi lancar , kuota juga lancar , bulak balik tutup aplikasi nya tetap saja tidak bisa , selalu saja memutar waktu loading !! Alhasil mau bayar bpjs nya malah tertunda begini ! Mau cetak ulang kartu , tapi file kartu harus di download dulu di aplikasi , tapi aplikasinya ga bisa dibuka , dahlah cape awak nengok ni aplikasi !!",1,Negatif
"Aplikasi apa sih ini? Kok busuk banget rasanya. Udah mah kalo verifikasi nyedot pulsa, tapi kodenya ga muncul² lagi, sekalinya muncul kalo keluar aplikasi malah ngulang dari awal. Malah kayak donasi ke pemerintah jadinya. Ga semua orang itu kaya, dikurang²i lah bug busuk kayak begini. Harusnya kalo ada bintang minus, udah saya kasih minus 10.000.",1,Negatif
"Setelah saya memberikan penilaian kurang baik ke dokter nya yang menurut saya kurang, la kok sudah nggak bisa akses aplikasi jkn lagi.... Di blokir ya? Fitur pembaca wajah nggak sempurna, masak kurang cerah katanya, padahal saya diruang kantor yang pencahayaan sangat amat terang.",1,Negatif
"Aplikasi mobile yang sangat buruk dan menjengkelkan, diciptakan dengan maksut dan tujuan untuk mèmper mudah pelayanan, tapi justru malah mempersulit. Ferifikasi wajah saja gak kelar kelar, pasien gawat darurat bisa keburu modar kalau begini, yang membuat aplikasi goblog.",1,Negatif
Capek banget dari tadi mau mendaftar aja sulit banget. Ngebug terusss Susah banget buat dapat otp sms padahal udah dapat dari gmail. Kenapa harus dapat otp juga dari no.hp Apalagi mau verifikasi susah banget padahal udah dilokasih yang terang tapi tetap gak bisa verifikasi wajah. Tolong diperbaiki sistem aplikasinya. Bukannya mempercepat malah makin lambattt,1,Negatif
"Bukan semakin mempermudah malah semakin mempersulit Verifikasi sulit masuk,kalaupun masuk sudah kadaluarsa Aplikasi sering keluar sendiri dan harus mendaftarkan Ulang,udah disuruh daftar ulang lagi,verifikasi juga sulit padahal pulsa masih ada Aplikasi apaan itu,bikin bingung kepala",1,Negatif
"Mau daftar aja susah sekali Verifikasi wajah ga pernah bisa, padahal sudah ditempat yang terang Kode yg dikirim lewat SMS juga ga pernah masuk, selalu gagal. Kalau mau urus ke kantor BPJS langsung, selalu diarahkan menggunakan aplikasi tapi aplikasinya seperti ini, gimana mau cepat beres kalau semua ga diupgrade. Lebih mudah mengisi data diaplikasi pemerintah yang lainnya.",1,Negatif
"Perlu di tingkatkan lagi untuk peforma apk, karena semua pengguna tidak sepenuhnya melek teknologi. Ketika daftar akun waktu verifikasi wajah gagal terus karena membutuhkan penerangan yang sangat cukup seperti harus butuh lampu penerangan yang besar baru bisa. Dan untuk verifikasi akun dari segi nomor telepon dan email yg dicantumkan tidak sama saat waktu kirim kode OTP ketika daftar. Jadi bingung ketika mau update data / ganti nomor/email tersebut karena di fiturnya tidak di sediakan.",2,Negatif
"Aplikasi sampah bukanya mempermudah malah menyusahkan, mau verifikasi aja susah bgt, nomer hp sudah sesuai, pulsa banyak tapi kode verifikasi nya ga masuk masuk, giliran masuk sudah kadaluarsa, selalu di ulang ulang seperti itu terus, tolong di perbaiki, BJPS itu kita bayar bukan gratis!!!!",1,Negatif
"Gak tau kenapa verifikasi nya susah banget. Verifikasi lewat SMS nomornya salah, padahal dari awal daftar sudah benar masukin, tapi entah kenapa nomornya berbeda. Verifikasi lewat email juga tidak bisa karena belum cantumin nomor telpon dan segala macem. Verifikasi lewat scan muka juga gak pernah berhasil, alasannya kurang cahaya dan segala macem, pdhl sudah proper dengan benar. Mau melakukan pengaduan juga gak bisa karena harus verifikasi itu akun. Gak paham lagi sama sistemnya:"")",2,Negatif
"Setiap kali kirim kode captcha selalu salah, padahal sesuai. Warganya diwajibkan untuk memiliki bpjs dan membayar masih dipersulit dengan kode yang diberikan, jaman uda digital masih lemot kayak gini. Alur nya sudah di ikuti kalo misal salah terus, clear cache atau data, internet sampai uninstall ulang tapi masih aja gak bisa kan aneh, update apk, apk baru update 2 Januari",3,
"Saya kasih bintang 1, karena bukan mempermudah, tapi mempersulit. di perangkat ku sudah terblokir karena dari awal pihak mobile jkn tidak memberi tahu batas jumlah akun yang bisa login, dan saat di tanyakan ke call centre bpjs langsung, sudah tidak bisa, harus ganti perangkat/smartphone. sudah update terbaru, tetap saja tidak bisa login, KECEWA..!!",1,Negatif
"Setelah update aplikasi malah lemot, tambah ribet, data yg dulu malah harus memperbarui lagi.... Muter2 ae Harusnya 1 no HP sudah cukup, sedangkan yg ditanggung tidak perlu diisi no. HP juga GK masalah, jadinya kayak dipersulit mau dapat layanan JKN mobile. Pulsa masih banyak, tapi GK dapat SMS untuk verifikasi... Yo mending verifikasi pakai WA juga bisa... Ada pilihannya. Terlanjur diisi pulsa juga GK bisa/dapat SMS untuk verifikasi",2,Negatif
"Seperti biasa tidak verivikasi otp lewat sms, jika memang ada masalah segera di perbaiki lah jangan tinggal diam aja. Padahal verivikasi otp pada email mudah. Aplikasi bukannya membuat mudah tapi tambah ribet. Mending hapus aja nih aplikasi. Kesel gw udah mengulangi verifikasi sampai 20x tetap gk bisa.",1,Negatif
"Aplikasi nya tidak berguna. Sudah ganti hp untuk verifikasi wajah tetap aja gagal, dengan alasan kurang terang.. Posisi pagi lalu diluar rumah, otomatis cahaya bagus tapi gagal... Tak kira mempermudah tapi nyatanya mempersulit",1,Negatif
Buruk sekali applikasinya. Mau verifikasi harus pake nomor yang ada pulsanya. Pake email gak bisa. Pake scan wajah gak bisa. Verifikasi sulit sekali. Mau berobat saja sulit sekali. Sekelas applikasi dr luar negeri saja verifikasinya mudah banget beda jauh dengan applikasi ini ribet.,1,Negatif
"Aplikasi gak guna, ada aja masalahnya, sekarang mau log in gk bisa gara gara max cuma buat 3 akun sudah terdaftar. giliran mau log in 3 akun yang katanya sudah terdaftar juga masih gak bisa. gini yaa,, untuk skrg JKN mobile itu tidak membantu, hanya menambah keruwetan sistem yg sudah ada. MOHON DIPERBAIKI !!!",1,Negatif
"Aplikasi yg tidak dapat di gunakan, tidak ada fungsi. Hanya untuk verifikasi wajah saja susah, nyari kode otp di persulit. Pulsa sudah cukup tpi tetap tidak ada otp nya. Tolong jikalau membuat sebuah apk itu hendaknya di check dlu sebelum di public. Biar tidak menyusahkan seperti ini, tujuan hanya untuk ganti fasken saja birokrasi nya sulit banget",1,Negatif
"Aplikasi buruk, Mau masuk daftar dan bagian scan wajah sudah benar tapi tetep ga bisa. Keterangan cahaya kurang terang dsb padahal sudah terangkat banget. Tolong lah tingkat lagi agar memudahkan penggunaan saat aplikasi ini digunakan. Buat cape saja.",1,Negatif
"Kalau ada nominasi aplikasi tersampah, mungkin aplikasi ini jadi juaranya, verifikasi wajah tidak bisa, verifikasi HP kodenya tidak muncul, emg sampah, kita diwajibkan untuk melakukan semuanya online, tapi fasilitasnya sesampah ini. BOOODOOOH",1,Negatif
"Selalu masalah nya ga bisa log in.. Dg alasan aplikasi sudah dipakai dg 3 nik.. Komplen suruh hapus data dan instal ulang.. Sudah dilakuin tetap ga bisa log in wlpn dg nik yg prnh dipakai log in .. Buat apa ada aplikasi ini klo bikin sulit utk log in nya,, malah disuruh log in dg hp lain.. Klo cuma punya hp satu gimana.. Tlg diperbaiki lagi,",2,Negatif
